order_id,customer_id,date,city,channel,product,quantity,unit_price,promo_code,distance_km,delay_min,rating,comment,is_bad_review
O002406,C0195,2025-09-25 14:39:00,TOULOUSE, app,tea,1,2.18,HAPPYHOUR,0.9874266211383693,132.3,2,"Commande incorrecte, vraiment nul.",1
O001775,C0091,14/01/2026 19:31,bordeaux,  store  ,capupccino,3,3.64,,0.0,15.2,4,"Très bon, je recommanderai 👍",0
O000919,C0205,2025-09-05 19:56:00,MARSEILLE,app ,Espresso,2,2.29,HAPPYHOUR,2.1161215824002575,18.7,,"J'adore ce café, merci ! ☕",0
O001647,C0386,2025-09-19 17:30:00,Lyon ,stroe ,Mocha,1,3.88,,0.0,-7.1,5,"Parfait, rien à dire.",0
O001027,C0013,03/09/2025 14:25,  Paris  ,  app  , sandwich,1,535,,3.3047528853334627,12.0,4,"Parfait, rien à dire.",0
O001031,C0307,21/10/2025 19:25,  Paris  , app,Latte,1,3.91,WELCOME10,0.21602013921236526,21.1,4,Super latte ! Rapide et délicieux 😍,0
O000883,C0411,2025-12-05 12:57:00,Bordeaux ,WEB,cookie,1,1.39,WELCOME10,0.5863996058098793,20.7,4,,0
O001336,C0023,11/20/2025 05:10 PM,NICE, web,latte ,1,4.17,STUDENT,0.4634893905966242,5.1,,Super  latte  !  Rapide  et  délicieux  😍,0
O002223,C0313,30/12/2025 17:02,Bordeaux,app,,1,3.89,STUDENT,2.78121446166547,11.5,,Super mocha ! Rapide et délicieux 😍,0
O000365,C0083,2025-09-15 13:58:00,Marseille, sotre,americano,2,,WELCOME10,0.0,19.2,4,"J'adore ce café, merci ! ☕ !!!",0
O002126,C0241,2025-12-09 12:33:00,nice,web ,ameriacno,2,2.41,,2.326849184147623,145.6,5,"Trop long, 146 min d'attente, inadmissible.",1
O000028,C0045,2025-11-29 17:53:00,Marseille,store,brownie,1,2.51,,0.0,0.0,,,0
O000474,C0214,2025-09-20 18:40:00,iNce , app,espresso,3,237,VIP,0.8225760741385,14.7,4,"Accueil top, commande nickel.",0
O000526,C0161,2025-12-26 13:02:00,NANTES,Store,mocha,2,4.3,WELCOME10,0.0,19.1,4/5,"Livraison rapide, produit conforme.",0
O000726,C0311,2025-09-30 18:25:00,Bordeaux,store,,1,"3,90",,0.0,12.9,4,"Livraison rapide, produit conforme.",0
O000056,C0210,05/01/2026 14:41,Paris,app ,americano,4,2.06,,2.5681346007198096,14.9,4,Super americano ! Rapide et délicieux 😍 !!!,0
O000639,C0138,02-10-25 08h00,Paris,web ,SEPRESSO,5,2.18,,1.5418252183979193,7.5,4,,0
O000303,C0024,02/10/2025 19:33,Paris, app,Tea,1,2.97,,,21.0,4,"J'adore ce café, merci ! ☕",0
O002609,C0009,2025-09-22 19:57:00,Marseille, app,  mocha  ,1,4.22,,5.497156368565883,19.1,3,"Parfait, rien à dire.",0
O001277,C0438,2025-09-08 08:56:00,  Bordeaux  ,,AMERICANO,1,2.27,STUDENT,,17.2,5,"J'adore ce café, merci ! ☕",0
O002636,C0202,09/12/2025 12:39,  Lyon  ,app ,  mocha  ,1,4.2,WELCOME10,0.5324400707886687,15.2,2,"Horrible expérience, remboursement ?",1
O000625,C0443,2025/10/24,lille,STORE, espresso,1,1.72€,STUDENT,0.0,8.1,4,,0
O002056,C0037,12/10/2025 17:14,Lille,web,ESPRESSO,3,2.21,,1.9209753901920237,16.8,4,Super espresso ! Rapide et délicieux 😍,0
O001281,C0208,13/12/2025 12:13,bordeaux,app,  espresso  ,1,"1,88",,2.6266072177567983,21.9,4,,0
O001050,C0364,2025-11-15 12:28:00,Marseille ,app,americano,-1,2.04,,2.0929885191391495,31.2,5,"Livraison  rapide,  produit  conforme.",0
O000337,C0392,2025/10/08,  aPris  , store,LATTE,2,374,,0.0,9.4,4,,0
O000048,C0142,2025-11-30 13:09:00,Lyon ,STROE,latte,1,3.74,WELCOME10,,11.7,1,"Horrible expérience, remboursement ?",1
O000107,C0119,2025-12-04 10:11:00,  Nantes  ,WEB,ESPRESSO,2,,,2.969181566369461,17.0,,"J'adore ce café, merci ! ☕",0
O001080,C0313,2025/11/06,Bordeaux, app, latte,1,2.94€,VIP,3.8888360595289875,26.4,4,Super latte ! Rapide et délicieux 😍,0
O001145,C0448,2025-10-01 19:36:00,Nice,app ,  espresso  ,2,1.40€,STUDENT,0.10477357216122661,22.3,2,"Service catastrophique, je ne reviendrai pas.",1
O002441,C0253,2025-11-14 10:18:00,PARIS,Web,Cookie,-1,1.1,WELCOME10,,7.8,5,,0
O000817,C0144,18/12/2025 17:24,  Lyon  ,Web,AMERCIANO,3,1.98,VIP,2.64595705573158,21.7,,"Parfait, rien à dire.",0
O001754,C0001,12-01-26 12h44,Paris ,Store,MOCHA,1,"4,29",,0.0,13.0,3,"Très bon, je recommanderai 👍",0
O001102,C0085,2025-12-09 12:30:00,Loyn, app,  epsresso  ,1,2.01,,1.7771017326798861,26.9,5,,0
O001969,C0090,2026/01/06, Paris,store,  sandwich  ,1,5.2,,0.0,17.6,4,"Accueil top, commande nickel.",0
O000524,C0330,2025/10/27,  Lyon  ,app ,TEA,1,3.1,,1.2231210442338694,15.2,3/5,"Accueil top, commande nickel.",0
O001429,C0404,2026-01-03 12:08:00,Marseille, store,tea,1,2.74€,,0.0,6.3,5,"J'adore ce café, merci ! ☕",0
O002608,C0059,2025-11-02 12:45:00,Toulouse, app,COOIKE,2,"1,48",,,18.0,5,,0
O000604,C0324,2025-12-02 09:25:00,Nantes,App, cookie,1,1.56,,1.0717866342392732,11.8,4,"Très bon, je recommanderai 👍",0
O001490,C0125,2025-11-09 09:09:00,Paris,APP,sandwich ,1,5.72,,33.97978946002448,67.3,2,"Trop long, 67 min d'attente, inadmissible.",1
O002352,C0053,2025-12-19 10:53:00,Paris ,STORE,cookie,1,1.93,,0.0,4.0,4,"Parfait, rien à dire.",0
O000061,C0411,09/18/2025 08:50 PM,  Bordeaux  ,Web,  cookie  ,2,1.42,WELCOME10,3.613011188445123,17.9,4,,0
O002750,C0278,17-09-25 17h59,Paris, app,cookie,2,"1,68",STUDENT,,14.8,4,,0
O000672,C0074,2025/12/20,  yLon  ,Store,cookie,1,1.44,HAPPYHOUR,0.0,10.3,5,"J'adore ce café, merci ! ☕ !!!",0
O000093,C0437,22/11/2025 09:37,Pairs,App,  cappuccino  ,2,3.67,,3.0602540076178735,6.6,4,"Accueil top, commande nickel.",0
O000667,C0275,11/12/2025 08:05,  Lille  ,store,cookie,1,1.66,STUDENT,0.0,10.4,4,"Accueil top, commande nickel.",0
O001888,C0430,2026-01-05 18:33:00, aNntes, tsore,espresso,1,1.67€,,0.0,22.3,3,super espresso ! rapide et délicieux 😍,0
O000281,C0246,17/09/2025 10:28,N ice, app,,2,243,,1.184706255201507,9.0,5,"Livraison rapide, produit conforme.",0
O001720,C0220,2025-11-28 09:42:00,nice,Store,b rownie,2,2.41€,STUDENT,0.0,11.2,3,,0
O000360,C0436,2025-10-07 19:28:00, Paris,  web  ,,0,"1,81",,0.5780900969932738,17.4,4/5,"accueil top, commande nickel. !!!",0
O000900,C0303,2025/12/17,Paris,  app  ,AMERICANO,2,288,,3.0801152015543702,21.4,4,"Parfait, rien à dire.",0
O001936,C0394,2025-12-18 18:53:00,Lyon,app ,sandiwch,-1,5.02€,,2.209267460955284,17.0,5,"Accueil top, commande nickel.",0
O001995,C0387,03/10/2025 17:33,,APP,t ea,3,2.51,STUDENT,2.257841112612536,13.1,5,"J'adore  ce  café,  merci  !  ☕",0
O002313,C0398,09/02/2025 12:38 PM,Paris ,store, mocha,-1,3.99,,0.0,133.8,1/5,"J'adore ce café, merci ! ☕",0
O000761,C0237,27/12/2025 09:18,Paris,App,mocha,2,416,,1.276517944371162,-10.6,4,"Accueil top, commande nickel.",0
O002159,C0445,2026-01-04 19:07:00,Paris , app,americano,1,2.27,HAPPYHOUR,2.3425047169499007,23.0,3,"Très bon, je recommanderai 👍",0
O002623,C0183,2025-09-29 17:27:00,Nantes,App,,1,2.35,HAPPYHOUR,1.4576376114686178,8.1,4,,0
O000043,C0377,04/01/2026 18:20,PARIS,WEB,latte,1,3.85,,2.82093252066743,20.0,5,"J'adore ce café, merci ! ☕",0
O002174,C0124,2025-09-17 19:29:00,  Nantes  ,Store,COOKIE,3,2.03,,0.0,12.7,5,,0
O000205,C0275,2025-09-16 20:00:00,lille,store,cappuccino,1,3.58,,0.0,121.3,,"Livraison rapide, produit conforme.",0
O001474,C0011,30-12-25 18h40,  Lille  ,  web  ,Sandwich,2,5.1,,1.9171817214448441,15.8,5,"Livraison rapide, produit conforme. !!!",0
O002101,C0333,03/12/2025 17:13,  Paris  ,Web,americano,1,"2,19",WELCOME10,2.1984639246764726,12.1,3,"Trop long, 12 min d'attente, inadmissible.",1
O000069,C0263,2025-11-23 19:55:00,yLon,App,latte ,1,367,,5.398405550631223,27.5,,super latte ! rapide et délicieux 😍 !!!,0
O001876,C0179,2026-01-13 13:49:00,PAIRS, app,  brownie  ,2,2.4,,0.8416073548983191,13.6,1,,1
O002380,C0329,2025-09-01 19:56:00,bordeaux,web , espresso,1,1.9,WELCOME10,1.0765066179346545,20.8,5,"très bon, je recommanderai 👍",0
O002232,C0150,2025-10-05 09:22:00,Paris,app,americano,2,266,,1.7031656189461402,12.9,4,Super americano ! Rapide et délicieux 😍,0
O000138,C0105,2025/12/12, Paris,STORE, americano,2,2.41,,0.0,10.1,5,,0
O000797,C0306,2025-12-29 13:44:00,MARSEILLE,WEB,cookie,1,201,,3.0842615607678225,25.1,5,"Livraison rapide, produit conforme.",0
O002181,C0215,2025-10-15 17:15:00,paris, app,Sandwich,1,5.36,STUDENT,1.432723200171975,8.0,4,"Parfait,  rien  à  dire.",0
O002129,C0101,14-01-26 13h31,Lyon ,web,altte,1,3.71,,1.7570292631320985,18.7,5,"J'adore ce café, merci ! ☕",0
O000759,C0279,27-12-25 18h58,  Marseille  ,  ewb  ,tea,2,"2,63",,1.9409012174622449,-25.2,4,Super tea ! Rapide et délicieux 😍,0
O000542,C0239,2025-09-21 19:22:00,Nice ,store ,altte ,2,4.05,,0.0,11.8,4,"Très bon, je recommanderai 👍",0
O001020,C0340,2025-10-09 08:17:00,Lyon,app,,1,370,WELCOME10,2.05646014638001,20.2,5,"livraison rapide, produit conforme.",0
O002289,C0301,2025-09-21 18:19:00,Paris ,APP,cappuccino,3,3.4,WELCOME10,,16.4,5,"Très bon, je recommanderai 👍",0
O000166,C0168,2025-10-30 14:23:00, Marseille,APP,EPSRESSO,1,2.26,,121.99154406318553,224.4,4,"J'adore ce café, merci ! ☕",0
O000249,C0157,09/09/2025 13:46,Bordeaux,Store,  espresso  ,1,1.99,,0.0,12.2,4,Super espresso ! Rapide et délicieux 😍,0
O001332,C0365,2025-11-28 13:36:00, Lille,web,Mocha,1,3.64,,0.9415127667318905,23.7,3,"Livraison rapide, produit conforme.",0
O002018,C0284,04/12/2025 13:55,Paris,store,espresso ,2,203,,0.0,13.5,3,"Livraison rapide, produit conforme.",0
O000447,C0321,10/12/2025 17:57,paris,,,1,"4,49",,1.6230961315934724,16.0,3,"Très bon, je recommanderai 👍",0
O001359,C0032,31/12/2025 12:56,Bordeaux,web ,tea,1,3.03€,VIP,0.40853756871669655,16.9,4,"Accueil top, commande nickel.",0
O002146,C0421,10/12/2025 12:30,,store,Espresso,1,1.61,,0.0,7.6,4,"Accueil top, commande nickel. !!!",0
O001330,C0448,2025/11/21, Nice,App, brownie,1,"2,47",,5.18914043017861,28.9,2,"Trop long, 29 min d'attente, inadmissible. !!!",1
O002911,C0420,2026-01-11 18:01:00, Bordeaux,  app  ,  mocha  ,2,"4,15",,2.768967820366924,18.4,5,"Très bon, je recommanderai 👍",0
O002151,C0225,19/11/2025 12:42,B ordeaux,app,SANDWICH,1,5.44€,HAPPYHOUR,0.7402086487411924,18.6,1/5,"Accueil  top,  commande  nickel.",0
O000435,C0198,2025-09-28 18:43:00,Paris,WEB,Latte,2,"3,37",WELCOME10,0.2590789148633986,21.7,4,Super latte ! Rapide et délicieux 😍,0
O001840,C0445,10/31/2025 07:53 PM,  Paris  ,  app  ,americano,1,2.19€,,,21.1,4,"Accueil top, commande nickel.",0
O000578,C0046,15/11/2025 13:32, Paris,App,  cookie  ,1,1.72,,0.7869016981064121,16.6,4,Super cookie ! Rapide et délicieux 😍,0
O002985,C0235,2025-10-08 18:33:00,PARIS,app, espresso,1,1.99,,0.177438217271627,19.5,2,"Pas bon, trop sucré / trop amer.",1
O002742,C0154,2025-12-01 12:23:00,Lyon ,  store  ,cookie,1,2.11,,0.0,11.3,5,"Livraison rapide, produit conforme.",0
O001849,C0071,2025/09/26, Toulouse,app,Latte,2,4.21,,3.3242222755221653,25.2,4,"Très bon, je recommanderai 👍",0
O000763,C0320,2026-01-07 18:46:00,  Paris  ,app,americano,1,2.75,HAPPYHOUR,0.46750240123543385,20.7,4,"Livraison rapide, produit conforme.",0
O000389,C0406,2026-01-12 09:14:00,paris, web,Mocha,2,4.21,HAPPYHOUR,0.4187949483294539,10.9,5,"Parfait, rien à dire.",0
O000236,C0252,02/10/2025 20:39,PARIS,web, americnao,1,1.75,WELCOME10,1.7461102768434738,17.4,4,,0
O002606,C0188,2025-10-19 08:18:00,paris,  web  ,LATTE,2,3.83,WELCOME10,2.4478956349508616,15.5,5,"J'adore ce café, merci ! ☕",0
O001985,C0262,05-10-25 18h51,LYON,store,  tea  ,-1,2.02,,0.0,17.7,5,Super tea ! Rapide et délicieux 😍,0
O000268,C0298,2025-09-04 12:45:00,NANTES,store,  latte  ,1,3.82€,,0.0,16.6,5,"Parfait, rien à dire.",0
O000771,C0225,2025/10/24,Bordeaux , app,SANDWICH,4,5.83,WELCOME10,0.8902330070205012,21.2,1,"Très  bon,  je  recommanderai  👍",0
O002166,C0410,2025-11-10 12:35:00,Paris,WEB,latte,3,3.98,WELCOME10,0.2763409348276835,17.8,3/5,"Accueil top, commande nickel.",0
O000438,C0357,2025-09-04 13:02:00, Paris,app,  cooki e ,2,1.84,,5.426183825464949,24.9,1,"Pas bon, trop sucré / trop amer.",1
O000674,C0182,2025-09-28 17:27:00,Paris,app,Cookie,1,2.15,,1.9800331988493267,13.4,5,,0
O000250,C0083,2025-10-01 13:02:00, Marseille,Store,americano,1,2.83,STUDENT,0.0,15.7,3,"Accueil top, commande nickel.",0
O002202,C0265,26/09/2025 13:10,,App,latte,2,3.85€,HAPPYHOUR,0.8385377527310957,16.6,4,"Très bon, je recommanderai 👍",0
O001575,C0172,2025-09-26 14:35:00,Nantes, store,mocha,1,4.31,VIP,0.0,16.7,2/5,"service catastrophique, je ne reviendrai pas.",1
O002143,C0448,2025/12/07, iNce,app,cookie ,1,1.67,WELCOME10,,8.8,5/5,"Parfait, rien à dire.",0
O002082,C0148,12-09-25 08h36, Paris,App,americano,3,1.69€,WELCOME10,2.092057325863235,14.1,5,,0
O002618,C0083,2025-11-12 09:33:00,Marseille,STORE,mocha,1,4.3,,0.0,3.2,5/5,"Livraison rapide, produit conforme.",0
O002904,C0238,2025-09-03 17:14:00,Paris,store, sandwich,1,"5,54",STUDENT,0.0,1.0,5,"Accueil top, commande nickel.",0
O002740,C0063,2025/10/06,paris, app,  tea  ,3,2.28€,WELCOME10,3.0507703254084797,18.1,5,"Très bon, je recommanderai 👍",0
O000307,C0039,2025/10/01,Nice,  store  ,ESPRESSO,-1,1.82,,0.0,9.4,4,"J'adore ce café, merci ! ☕ !!!",0
O001470,C0240,25/09/2025 18:24,Nanets ,  web  ,  latte  ,1,3.65,STUDENT,1.6422995444545456,24.5,1,Déçue… latte froid et pas bon 😡,1
O000717,C0282,2025-09-20 13:12:00,Paris,web ,ESPRESSO,2,"2,13",,5.287174854233087,29.2,5,"J'adore ce café, merci ! ☕",0
O002399,C0329,11/09/2025 20:22,Bordeaux ,WEB,cappuccino,1,3.27,,3.4538311272565902,26.0,5,"Livraison rapide, produit conforme.",0
O002615,C0233,24-10-25 17h29,LILLE,App,mocha,1,4.59,,2.3464458153211063,13.1,5,super mocha ! rapide et délicieux 😍,0
O002049,C0431,04-01-26 08h55,Marseille,app ,AMERICANO,1,2.46,,1.484105860048931,16.6,4,Super americano ! Rapide et délicieux 😍,0
O001902,C0289,2025-10-12 19:45:00,Lille,web,cappuccino,1,3.67,STUDENT,1.6399700186374466,28.1,1,"Trop long, 28 min d'attente, inadmissible.",1
O001169,C0151,2025-09-11 13:37:00,,app,  sandwich  ,2,545,,0.4988786915503378,22.0,2,"Horrible expérience, remboursement ?",1
O000083,C0047,2025-11-19 17:52:00,Toulouse ,  store  ,mocha,1,"4,34",,0.0,10.3,5,Super mocha ! Rapide et délicieux 😍,0
O002425,C0310,2025-12-02 12:52:00,Paris,store ,americano ,1,"2,43",WELCOME10,0.0,15.7,4,"Livraison rapide, produit conforme.",0
O001461,C0319,2025-11-07 14:47:00, Lille,APP,  americano  ,1,2.72,HAPPYHOUR,3.039133046442282,14.2,1,"Très bon, je recommanderai 👍",0
O001894,C0152,2025/12/30,  Marseille  ,app ,Mocha,1,4.21,STUDENT,9.910620357595052,31.9,4,"Livraison rapide, produit conforme.",0
O001669,C0264,2025-10-10 18:01:00, aPris,web,Espresso,1,1.57,,0.3861184023650644,26.9,4,"Livraison rapide, produit conforme.",0
O002001,C0413,21-12-25 09h01,  Marseille  ,app,cappuccino,1,3.66€,,1.842681738910579,11.4,5,"Parfait, rien à dire.",0
O000476,C0094,2025-12-06 08:46:00,PARIS, store,  mocha  ,1,430,STUDENT,0.0,4.0,3,"Livraison rapide, produit conforme.",0
O000518,C0226,2025-09-16 18:32:00,Toulouse,APP,Cappuccino,1,4.08,,1.974900878558593,21.9,5,"livraison rapide, produit conforme.",0
O000405,C0214,2025-12-09 18:35:00,Nice,a pp,  cappuccino  ,1,3.52,,1.3357111373585147,17.7,3,"Accueil top, commande nickel.",0
O000385,C0016,25/09/2025 10:41, Paris,App,espresso ,2,"1,89",,1.6917025201614249,20.0,4,,0
O002982,C0365,2025-12-16 10:54:00,Lille,web,Cookie,1,1.92,,3.1092758925247703,19.6,5,"Livraison rapide, produit conforme.",0
O002153,C0439,2025-10-08 13:32:00,  Nice  ,App,mocha,1,4.51,STUDENT,2.0395082260850717,20.9,4,,0
O001634,C0063,12/11/2025 12:57,,  app  ,brownie ,1,"2,04",,8.230899661669609,33.7,5,"Très bon, je recommanderai 👍",0
O002860,C0288,02/10/2025 18:17, Paris,APP,tea,2,"2,92",WELCOME10,0.8783988142685877,15.3,4,"Livraison rapide, produit conforme.",0
O000689,C0279,2025/11/12,  Marseille  ,WEB,americano,1,2.78€,WELCOME10,2.327663442457185,19.4,5,"Livraison rapide, produit conforme.",0
O001241,C0007,07/11/2025 19:10,Paris ,App,mocha,1,4.6,,,14.1,4,Super mocha ! Rapide et délicieux 😍,0
O000063,C0055,2025-12-09 13:05:00,aPris,App, cookie,3,"1,92",,0.5266785274267398,12.3,3,"Pas bon, trop sucré / trop amer.",1
O000853,C0443,25-11-25 12h51,iLlle,,SANDWICH,4,5.38,STUDENT,0.0,17.5,5,"J'adore ce café, merci ! ☕ !!!",0
O002752,C0065,2025-12-30 13:47:00,lyon,store,  tea  ,3,"2,33",,0.0,11.9,5,"Parfait, rien à dire. !!!",0
O002477,C0088,2026/01/13, Marseille, app,Cookie,1,1.79,,1.5390275061916168,13.0,5,"J'adore ce café, merci ! ☕",0
O001263,C0322,2025/10/07, Toulouse,  web  ,Cookie,1,1.68,WELCOME10,0.8163218299929953,25.4,5,"J'adore ce café, merci ! ☕ !!!",0
O000224,C0225,31/12/2025 17:46,BORDEAUX,app,latte,1,3.89,VIP,2.1716324585497166,14.6,1,Super latte ! Rapide et délicieux 😍,0
O002194,C0063,24-11-25 20h58, Paris,app,  cookie  ,2,1.37,HAPPYHOUR,0.7274747316555696,14.0,1,,1
O000374,C0269,05/01/2026 13:40,PARIS,web , latte,3,"4,25",,2.3585195327182378,15.5,3,Super latte ! Rapide et délicieux 😍,0
O001825,C0234,2025-10-12 10:05:00,bordeaux,STORE,Espresso,2,1.71,STUDENT,0.0,4.3,5,"Très bon, je recommanderai 👍",0
O002537,C0104,07/10/2025 13:04,  Nantes  ,  app  ,LATTE,1,"3,57",,,13.2,5,"Très bon, je recommanderai 👍",0
O002870,C0032,2025-11-04 19:25:00, Brodeaux,Web,CAPPUCCINO,1,3.32,,0.8837552283269073,13.5,5,"Livraison rapide, produit conforme.",0
O002598,C0328,2025-09-01 17:33:00,Nantes,web,AMERICANO,2,2.1,STUDENT,0.2288542982847674,5.9,5,Super americano ! Rapide et délicieux 😍,0
O002685,C0130,2025-09-23 20:40:00,  Paris  ,App,brownie ,2,218,,0.9507199749926613,16.3,5,"Très bon, je recommanderai 👍",0
O000010,C0203,2025-12-09 09:54:00,  Nantes  ,App,,3,3.95,STUDENT,7.047582558772454,22.3,5,"Très bon, je recommanderai 👍",0
O001945,C0218,31/12/2025 12:06, Bordeaux,app,COOKIE,1,1.73,,2.5968831769719953,24.9,5,"Parfait, rien à dire.",0
O001839,C0217,2025-09-11 19:18:00,,app ,brownie,1,244,STUDENT,1.3594005192751835,20.0,5,"Livraison rapide, produit conforme.",0
O000709,C0175,2025/09/22,Paris,web,Espresso,1,2.27,,2.08285320705049,9.8,5,"Accueil top, commande nickel.",0
O000256,C0388,2026/01/02, Toulouse,App,mocha,1,3.92,,3.4814677739118576,14.0,4,Super mocha ! Rapide et délicieux 😍,0
O001618,C0286,2025-09-05 20:27:00,Paris , store,Americano,1,2.74,VIP,0.0,9.7,3,"Parfait, rien à dire.",0
O000390,C0389,01/10/2025 19:42,  Lyon  ,App,  latte  ,2,"3,68",,0.9506770410339977,21.1,,"Parfait, rien à dire.",0
O001582,C0178,2025-11-05 19:33:00,  Bordeaux  ,store ,sandwich,1,5.44,HAPPYHOUR,0.0,15.9,3/5,"Livraison rapide, produit conforme.",0
O000925,C0395,24/09/2025 12:33,Paris ,Web,  tea  ,3,2.3,,,13.6,5/5,,0
O002037,C0046,2025-10-01 12:07:00,Paris,App,brownie,1,2.69€,,1.532577527699408,16.8,5,"Accueil top, commande nickel.",0
O002404,C0152,2025-11-22 13:49:00, Marseille,app , sandwich,1,5.88€,VIP,2.9443924111641433,18.8,1,"Commande incorrecte, vraiment nul.",1
O001225,C0350,2025-10-26 20:35:00,PARIS,app, cookie,1,1.47,,1.1910905766523536,14.8,4/5,Super cookie ! Rapide et délicieux 😍,0
O001947,C0331,10/01/2026 17:36,Nantes,,cookie,1,165,,1.9667172618342734,15.1,5,Super cookie ! Rapide et délicieux 😍,0
O000740,C0201,19-12-25 19h44,nantes,app,brownie ,1,2.04,WELCOME10,2.20855969399073,24.5,4,"Très bon, je recommanderai 👍",0
O000041,C0391,2025-10-26 20:48:00,Paris,app ,americano ,2,2.28,,0.42830401193487705,9.7,5,"Parfait, rien à dire.",0
O000869,C0017,2025-12-10 12:45:00,Paris,  web  ,tea,1,254,WELCOME10,5.228690301841106,29.0,2,"service catastrophique, je ne reviendrai pas.",1
O000540,C0310,2025-12-03 10:56:00,Paris ,store,  cookie  ,1,1.46,STUDENT,0.0,4.7,5,"Livraison rapide, produit conforme.",0
O002511,C0427,02/12/2025 14:57,PARIS,Web,TEA,1,311,,1.549353105136826,7.8,4,"Très bon, je recommanderai 👍",0
O001372,C0197,23/12/2025 12:47,Paris,App,ESPRESSO,1,"1,73",,2.4756424799958694,15.3,5,"Parfait,  rien  à  dire.",0
O001146,C0422,2025-09-04 12:35:00,Lille,  app  ,mocha,1,3.98€,,0.8493922409470035,24.8,5,"Accueil top, commande nickel.",0
O001032,C0361,2025-10-15 20:49:00,Paris ,Store,mocha,1,,,0.0,0.0,5,"J'adore ce café, merci ! ☕",0
O000373,C0033,03/09/2025 09:20,lyon,web,tea,1,2.69,,2.5475086493170473,16.7,5,"très bon, je recommanderai 👍",0
O000668,C0055,01/10/2025 13:17,paris,app,  espresso  ,1,159,WELCOME10,1.2311769432700042,18.8,4,"Livraison rapide, produit conforme.",0
O000358,C0055,2025-11-07 12:42:00,Paris ,  app  ,latte ,1,"4,38",HAPPYHOUR,1.3688433357277932,21.7,5,"Parfait, rien à dire.",0
O000968,C0076,14-12-25 09h11,Paris ,app ,cappuccino,1,3.5,,2.0241191926242723,15.6,4,Super cappuccino ! Rapide et délicieux 😍,0
O001354,C0095,2025-09-10 12:46:00,MARSEILLE,App,TEA,1,2.35,,1.12128621468033,20.7,5,,0
O001036,C0034,2025-09-11 12:16:00,bordeaux,web,SANDWICH,1,5.57,,1.738038098198533,23.2,3,Super sandwich ! Rapide et délicieux 😍,0
O000471,C0205,2025-10-30 14:03:00,MARSEILLE,app,Sandwich,2,5.16,,1.7449873549851898,15.2,4/5,"J'adore ce café, merci ! ☕",0
O001397,C0325,14/01/2026 17:24,Nice,store,  cookie  ,2,1.71,STUDENT,0.0,8.1,5/5,"Parfait, rien à dire. !!!",0
O002621,C0284,08/11/2025 18:34,,store,BROWNIE,2,"2,41",HAPPYHOUR,0.0,10.8,5,,0
O001550,C0029,18/10/2025 12:10,Toulouse, web,Latte,1,3.84,,1.1491388536433338,15.6,2,"Horrible expérience, remboursement ?",1
O001257,C0108,19/10/2025 19:42,lyon,APP,Americano,1,"2,06",,0.8706171206788216,23.9,5,,0
O002095,C0224,2025/11/04,Nantes,store ,  cappuccino  ,1,3.61,,0.0,6.3,,Super cappuccino ! Rapide et délicieux 😍,0
O001556,C0012,2025-10-03 19:32:00,,app,cappuccino,1,3.46,WELCOME10,2.1013452041375036,20.9,4,Super cappuccino ! Rapide et délicieux 😍,0
O002590,C0310,2025-11-14 18:51:00,Paris,store,latte,1,"3,60",,0.0,12.1,5/5,"Parfait, rien à dire.",0
O001251,C0067,2025-10-02 18:59:00,Nice,app, rbownie,1,2.13,,0.9377447191742565,17.9,4,"J'adore ce café, merci ! ☕ !!!",0
O001700,C0165,2025-10-25 19:36:00,Bordeaux,store,espresso,2,1.8,,0.0,19.2,5,"Accueil top, commande nickel.",0
O001253,C0219,2025-10-23 09:56:00, Paris,web,  latte  ,2,3.73€,WELCOME10,0.3526524552336423,11.4,,"J'adore ce café, merci ! ☕",0
O002781,C0012,2025-10-01 20:37:00,  Nantes  ,app ,cappuccino ,0,3.84,,1.9826087415863325,19.8,5,"J'adore ce café, merci ! ☕",0
O000040,C0443,2025-11-04 12:06:00,Lille,  store  ,sepresso,1,"1,56",HAPPYHOUR,0.0,15.5,5,,0
O001173,C0167,2025-09-26 20:13:00,  Parsi  ,store ,Espresso,2,"2,05",,0.0,6.3,4,,0
O000815,C0055,2025-09-11 10:27:00,Paris,  app  ,mocha ,1,"4,28",,2.568949969115288,18.8,5,"Livraison rapide, produit conforme.",0
O001853,C0235,2025-10-17 13:32:00, Paris,APP,Latte,1,4.24€,HAPPYHOUR,5.8555536863240425,31.2,4,super latte ! rapide et délicieux 😍,0
O002221,C0292,2026/01/09,Paris,APP,latet ,1,4.39,WELCOME10,2.263647855567163,17.2,2/5,"Horrible expérience, remboursement ?",1
O002629,C0040,2025/10/15,,app,espresso ,0,2.12€,HAPPYHOUR,1.2847258391001148,16.7,5,,0
O002106,C0217,04/09/2025 13:54,  Lyon  ,a pp,LATTE,1,3.41,,1.5189523666288267,19.3,1,"Horrible expérience, remboursement ?",1
O000134,C0004,24/12/2025 12:51,  Nice  ,  app  ,  americano  ,1,"2,03",,1.677516910977039,26.8,4,"Accueil top, commande nickel.",0
O001141,C0076,2025-11-05 18:15:00, Paris,app ,Cappuccino,0,3.57,HAPPYHOUR,1.0682418824668238,24.8,5,"J'adore ce café, merci ! ☕",0
O000934,C0143,2025-11-17 20:11:00,Paris,store , latte,1,,,0.0,3.1,4/5,"Très bon, je recommanderai 👍",0
